Date,HK,KL,NTE,NTW
2020/03/22,186,171.35,190.38,161.68
2020/03/15,184.57,173.21,187.54,160.55
2020/03/08,180.49,171.55,185.92,161.33
2020/03/01,179.11,174.58,185.7,163.11
2020/02/23,183.51,176.89,186.23,164.03
2020/02/16,184.25,176.82,187.05,166.17
2020/02/09,183.93,177.92,188.03,164.51
2020/02/02,185.93,176.07,187.2,163.92
2020/01/26,186.12,174.53,188.03,163.61
2020/01/19,184.5,173.47,190.13,163.45
2020/01/12,181.92,173.72,188.05,161.44
2020/01/05,185.49,172.16,189.01,162.4
2019/12/29,188.54,172.13,189.82,164.23
2019/12/22,187.81,174.17,188.53,161
2019/12/15,191.63,175.12,187.81,162.18
2019/12/08,189.69,176.92,186.34,161.18
2019/12/01,190.3,177.8,187.5,161.98
2019/11/24,190.38,179.7,189.95,163.54
2019/11/17,190.33,177.65,191.39,163.62
2019/11/10,190.83,178.75,191.68,166.23
2019/11/03,185,176.45,190.01,163.56
2019/10/27,184.53,175.82,191.5,161.33
2019/10/20,185.22,176.74,192.13,163.95
2019/10/13,183.18,177.06,192.53,167.09
2019/10/06,186.64,178.15,193.18,163.92
2019/09/29,188.16,179.74,191.37,167.05
2019/09/22,187.68,180.72,194.33,166.27
2019/09/15,189.15,181.18,195.06,166.14
2019/09/08,195.37,182.5,194.45,166.48
2019/09/01,195.09,181.59,198.46,167.49
2019/08/25,197.01,187.29,199.89,167.7
2019/08/18,197.41,188.04,199.98,168.19
2019/08/11,197.37,186.41,199.07,170.22
2019/08/04,196.16,188.63,197.31,171.73
2019/07/28,196.73,188.08,198.55,172.89
2019/07/21,198.27,187.56,202.27,169.67
2019/07/14,194.85,187.42,200.06,172.45
2019/07/07,198.84,186.73,199.59,172.11
2019/06/30,199.24,185.72,199.35,174.59
2019/06/23,188.53,187.5,199.95,171.39
2019/06/16,186.87,185.51,201,170.71
2019/06/09,188.26,183.79,200.87,170.67
2019/06/02,196.96,185.11,200.59,170.66
2019/05/26,197.46,188.21,198.95,172.46
2019/05/19,196.39,188.36,200.85,170.03
2019/05/12,197.57,184.34,200.51,169.1
2019/05/05,195.19,187.91,197.23,167.18
2019/04/28,191.86,184.34,197.81,166.54
2019/04/21,192.59,182.88,192.93,165.11
2019/04/14,190.72,180.68,187.21,165.49
2019/04/07,189.4,179.11,190.51,162.36
2019/03/31,188.2,176.36,191.15,163.69
2019/03/24,184.98,175.3,188.44,162.84
2019/03/17,178.86,173.27,186.82,161.86
2019/03/10,178.64,172.11,185.45,158.97
2019/03/03,179.22,170.25,182.71,156.49
2019/02/24,178.45,169.88,183.3,155.9
2019/02/17,178.15,168.98,182.64,154.2
2019/02/10,177.08,165.65,181.21,156.12
2019/02/03,177.6,166.74,177.54,154.46
2019/01/27,178.18,167.98,176.26,156.82
2019/01/20,178.92,166.65,180.25,154.02
2019/01/13,176.09,166.55,179.8,155.34
2019/01/06,176.29,168.63,183.86,158.03
2018/12/30,182.43,172.59,181.06,159.55
2018/12/23,182.36,172.87,181.04,158.56
2018/12/16,182.59,172.82,184.74,156.85
2018/12/09,182.9,172.81,188.37,158.31
2018/12/02,184.03,174.31,189.1,160.07
2018/11/25,182.1,176.19,189.92,162.68
2018/11/18,182.6,178.37,190.45,166.11
2018/11/11,184.97,180.07,191.79,166.26
2018/11/04,188.35,183.6,192.04,168.66
2018/10/28,187.75,186.05,193.65,169.94
 2018/10/21,190.69,186.12,194.31,171.27
 2018/10/14,191.59,185.06,196.46,171.85
 2018/10/07,191.41,184.39,203.23,169.44
 2018/09/30,191.47,185.16,203.69,168.8
 2018/09/23,191.72,185.34,205.14,168.73
 2018/09/16,191.7,184.5,206.8,168.79
 2018/09/09,192.3,184.64,207.29,169.36
 2018/09/02,192.52,188.71,207.53,170.16
 2018/08/26,193.43,187.43,208.82,171.48
 2018/08/19,193.13,184.26,206.22,172.34
 2018/08/12,193.89,185.84,206.36,173.58
 2018/08/05,192.96,184.88,204.81,174.72
 2018/07/29,194.29,185.36,205.03,176.99
 2018/07/22,193.25,183.79,205.13,176.43
 2018/07/15,197.99,182.45,203.36,172.4
 2018/07/08,195.36,184.53,204.83,173.22
 2018/07/01,195.47,182.65,203.95,171.73
 2018/06/24,195.75,181.66,201.96,170.32
 2018/06/17,190.12,181.45,201.96,169.11
 2018/06/10,189.95,180.05,199.34,166.74
 2018/06/03,190,179.46,198.17,164.63
 2018/05/27,192.54,175.6,197.86,164.06
 2018/05/20,188.74,175.94,195.81,165.01
 2018/05/13,187.79,181.92,192.07,165.17
 2018/05/06,189.52,181.71,191.86,163.71
 2018/04/29,189.55,180.67,189.12,161.94
 2018/04/22,184.99,177.28,189,161.8
 2018/04/15,187.16,174.14,191.72,162.01
 2018/04/08,181.04,174.25,187.41,160.72
 2018/04/01,184.07,174.84,186.22,159.53
 2018/03/25,182.01,169.84,181.48,157.08
 2018/03/18,184.55,167.53,181.3,161.23
 2018/03/11,179.71,165.94,182.39,155.79
 2018/03/04,180.42,168.35,180.28,157.71
 2018/02/25,180.1,167.14,180.42,154.94
 2018/02/18,178.62,169.19,182.04,155.7
 2018/02/11,176.05,165.61,180.4,154.43
 2018/02/04,175.38,165.71,178.95,153.11
 2018/01/28,178.02,162.2,178.54,155.14
 2018/01/21,176.49,163.73,177.52,153.5
 2018/01/14,177,165.49,177.59,150.34
 2018/01/07,173.08,163.25,174.08,151.52
 2017/12/31,172.75,162.9,172.73,151.31
 2017/12/24,176.92,164.18,171.43,150.93
 2017/12/17,171.83,164.66,173.4,153.17
 2017/12/10,172.7,161.67,174.33,151.85
 2017/12/03,174.92,159.72,172.71,150.26
 2017/11/26,172.96,161.5,171.71,150.09
 2017/11/19,174.01,160.56,170.63,146.49
 2017/11/12,169.5,161.26,174.79,149.05
 2017/11/05,173.3,158.85,172.03,147.36
 2017/10/29,164.17,157,167.37,148.72
 2017/10/22,169.3,156.73,171.31,147.19
 2017/10/15,167.83,160.21,170.33,146.59
 2017/10/08,167.9,158.27,169.48,146.62
 2017/10/01,169.14,158.27,169.96,146.77
 2017/09/24,169.84,158.07,170.47,146.47
 2017/09/17,168.92,156.97,170.41,144.65
 2017/09/10,169.79,157.06,171.24,146.47
 2017/09/03,169.01,155.83,169.49,150.48
 2017/08/27,175.12,156.99,167.73,146.52
 2017/08/20,169.54,159.89,167.69,146.66
 2017/08/13,170.3,157.9,166.56,145.73
 2017/08/06,169.98,157.08,166.68,145.53
 2017/07/30,168.33,156.32,171.59,147.34
 2017/07/23,171.38,154.41,170.09,146.1
 2017/07/16,171.42,151.7,171.73,145.49
 2017/07/09,172.07,152.58,171.91,145.24
 2017/07/02,172.67,155.19,171.24,142.94
 2017/06/25,173.8,155.2,170.3,143.91
 2017/06/18,170.73,156.64,168.12,142.8
 2017/06/11,171.61,157.08,169.03,144.71
 2017/06/04,169.79,156.62,168.32,144.03
 2017/05/28,170.1,157.46,167.56,143.35
 2017/05/21,171.86,156.84,167.3,140.16
 2017/05/14,168.89,153.77,165.89,141.86
 2017/05/07,163.95,156.75,163.56,144.5
 2017/04/30,166.39,153.43,166.36,139.51
 2017/04/23,165.45,152.89,162.97,139.22
 2017/04/16,163.06,148.57,165.18,138.15
 2017/04/09,164.97,148.01,164.66,136.44
 2017/04/02,163.93,148.67,163.18,137.49
 2017/03/26,164.23,148.09,157.19,136.98
 2017/03/19,163.2,147.81,157.95,137.05
 2017/03/12,164.34,145.52,156.73,133.71
 2017/03/05,161.51,146.03,154.98,133.36
 2017/02/26,157.36,148.35,156.05,131.64
 2017/02/19,159.82,147.78,152.17,130.15
 2017/02/12,157.9,147.04,152.34,129.55
 2017/02/05,158.18,146.8,151.27,130.44
 2017/01/29,157.28,144.76,150.89,131.14
 2017/01/22,157.67,145.26,155.56,131.67
 2017/01/15,152.39,143.77,153.54,130.1
 2017/01/08,151.32,143.11,153.92,129.61
 2017/01/01,154.65,140.63,152.21,131.85
 2016/12/25,158.59,142.43,151.46,132.6
 2016/12/18,156.33,141.52,153.81,129.95
 2016/12/11,156.25,143.96,150.69,127.77
 2016/12/04,155.98,142.51,151.33,128.3
 2016/11/27,156.72,141.22,151.32,129.33
 2016/11/20,154.97,142.04,150.72,129.15
 2016/11/13,155.25,143.94,149.49,127.59
 2016/11/06,153.62,141.57,153.27,127.86
 2016/10/30,152.48,142.56,152.13,126.11
 2016/10/23,154.88,141.07,153.17,128.12
 2016/10/16,153.72,138.19,149.18,125.63
 2016/10/09,153.63,137.1,149.97,126.59
 2016/10/02,151.44,139.04,147.63,123.96
 2016/09/25,149.21,135.29,145.39,120.86
 2016/09/18,149.26,136.9,147.18,121.72
 2016/09/11,145.47,133.97,146.33,121.38
 2016/09/04,147.35,135.07,146.15,121.87
 2016/08/28,149.57,133.33,144.53,120.26
 2016/08/21,141.32,130.44,143.54,119.7
 2016/08/14,142.18,130.34,144.05,118.92
 2016/08/07,139.47,128.41,140.52,117.83
 2016/07/31,142.09,128.06,139.19,116.42
 2016/07/24,139.8,127.93,136.66,117.31
 2016/07/17,139.82,129.1,136.63,115.53
 2016/07/10,138.75,127.9,136.31,115.85
 2016/07/03,138.02,126.41,135.12,115.27
 2016/06/26,138.02,128.03,137.34,114.66
 2016/06/19,136.02,128.36,136.93,115.32
 2016/06/12,137.75,127.62,135.49,114.29
 2016/06/05,137.15,125.84,134.84,115.3
 2016/05/29,135.02,126.84,135.18,114.48
 2016/05/22,133.46,128.73,135.16,113.95
 2016/05/15,135.41,127.21,134.25,114.64
 2016/05/08,135.61,125.72,134.52,116.28
 2016/05/01,135.38,127.1,134.5,115.1
 2016/04/24,137.73,125.28,135.58,116.98
 2016/04/17,138.71,122.97,134.18,113.92
 2016/04/10,137.92,123.33,133.03,116.75
 2016/04/03,135.47,125.43,134.02,113.56
 2016/03/27,133.76,124.02,134.74,113.47
 2016/03/20,137.17,124.91,133.05,113.94
 2016/03/13,137.22,124.25,132.99,111.26
 2016/03/06,137.24,126.89,134.39,115.92
 2016/02/28,141.56,128.4,135.05,115.59
 2016/02/21,140.23,127.69,134.92,114.85
 2016/02/14,140.5,126.35,135.62,115.44
 2016/02/07,140.77,126.66,136.92,115.96
 2016/01/31,142.17,126.78,137.5,118.2
 2016/01/24,144.88,128.54,139.37,118.45
 2016/01/17,147.75,132.15,140.47,119.31
 2016/01/10,143.99,133.06,137.85,120.96
 2016/01/03,144.87,133.6,140.81,120.48
 2015/12/27,144.28,132.12,141.69,122.91
 2015/12/20,145.22,133.6,142.95,123.58
 2015/12/13,147.59,134.55,145.27,123.66
 2015/12/06,151.65,134.85,144.7,123.54
 2015/11/29,152.81,136.24,146.68,125
 2015/11/22,149.93,137.77,146.12,127.13
 2015/11/15,153.11,138.62,147.28,125.67
 2015/11/08,154.84,138.66,145.57,128.2
 2015/11/01,155.42,136.59,145.95,127.68
 2015/10/25,154.91,138.38,150.32,127.51
 2015/10/18,155.47,141.45,151.6,127.8
 2015/10/11,155.3,143.22,150.19,128.53
 2015/10/04,159.76,143.52,151.37,131.16
 2015/09/27,159.84,144.28,151.33,127.63
 2015/09/20,160.47,143.68,153.49,129.65
 2015/09/13,159.87,144.57,154.31,129.45
 2015/09/06,157.86,143.83,154.88,130.88
 2015/08/30,159.73,142.18,153.95,131.77
 2015/08/23,157.31,142.54,152.28,129.07
 2015/08/16,155.34,143.94,152.06,130.32
 2015/08/09,154.77,142.46,151.04,130.27
 2015/08/02,159.8,142.85,152.35,130.25
 2015/07/26,159.56,143.43,151.16,128.43
 2015/07/19,155.01,141.08,148.68,128.17
 2015/07/12,153.1,139.35,149.31,130.69
 2015/07/05,155.34,141.06,150.12,126.99
 2015/06/28,154.79,144.59,149.25,125.06
 2015/06/21,152.43,140.1,147.9,127.05
 2015/06/14,151.99,139.51,149.56,129.47
 2015/06/07,153.19,141.09,151.52,126.8
 2015/05/31,154.58,138.49,149.75,125.5
 2015/05/24,148.26,139.44,148.91,124.88
 2015/05/17,149.57,140.73,148.3,124.23
 2015/05/10,150.35,141.09,147.59,124.69
 2015/05/03,150.97,142.33,146.75,125.15
 2015/04/26,151.59,139.91,147.57,124.23
 2015/04/19,151.28,139.65,143.36,122.58
 2015/04/12,151.49,142.11,144.67,125.49
 2015/04/05,153.64,142.64,146.11,124.73
 2015/03/29,147.96,139.15,143.8,125.24
 2015/03/22,151.43,138.16,144.86,125.75
 2015/03/15,147.42,138.11,144.79,125.66
 2015/03/08,146.98,138.84,145.22,123.94
 2015/03/01,146.51,134.93,144.37,123.27
 2015/02/22,145.02,135.43,139.5,121.69
 2015/02/15,146.43,135.4,143.95,122.38
 2015/02/08,146.67,135.05,140.19,120.61
 2015/02/01,145.36,137.82,138.99,120.97
 2015/01/25,141.11,132.39,140.01,120.55
 2015/01/18,144.38,132.82,139.38,118.61
 2015/01/11,140.93,133.79,139.29,116.4
 2015/01/04,142.4,133.92,135.23,117.53
 2014/12/28,140.78,132.92,136.71,116.08
 2014/12/21,141.95,134.47,135.93,114.16
 2014/12/14,140.91,133.54,136.74,116.71
 2014/12/07,143.2,129.77,135.47,115.29
 2014/11/30,139.74,130.09,133.95,114.58
 2014/11/23,138.55,130.3,135.35,114.82
 2014/11/16,138.58,130.08,134.08,113.81
 2014/11/09,137.81,129.37,133.72,114.2
 2014/11/02,135.53,128.37,136.02,114.93
 2014/10/26,140.31,126.39,132.5,114.45
 2014/10/19,140.12,126.58,133.08,114.32
 2014/10/12,141.76,128.16,133.02,111.82
 2014/10/05,139.01,126.16,132.53,109.63
 2014/09/28,137.25,126.7,133.93,109.66
 2014/09/21,137.32,126.35,130.45,110.99
 2014/09/14,136.44,126.04,131.75,109.42
 2014/09/07,134.39,125.48,131.92,108.61
 2014/08/31,138.21,125.61,130.96,107.9
 2014/08/24,136.05,126.25,127.71,108.42
 2014/08/17,136.08,124.36,127.62,106.92
 2014/08/10,135.79,125,126.35,107.26
 2014/08/03,134.14,122.71,125.4,107.12
 2014/07/27,131.19,124.28,127.91,106.66
 2014/07/20,131.29,122.49,127.24,107.28
 2014/07/13,133.52,122.91,125.83,105.87
 2014/07/06,134.22,122.73,125.94,104.69
 2014/06/29,130.21,119.85,126.6,103.46
 2014/06/22,130.83,118.92,125.5,103.44
 2014/06/15,130.09,119.15,122.59,100.41
 2014/06/08,129.14,118.05,120.4,101.44
 2014/06/01,126.84,115.66,124.03,100.88
 2014/05/25,125.97,119.2,121.78,100.86
 2014/05/18,126.51,116.58,120.53,100.91
 2014/05/11,125.87,117.97,120.31,100.53
 2014/05/04,126.68,115.47,119.75,100.54
 2014/04/27,129.8,115.09,119.6,98.93
 2014/04/20,128.73,115.5,119.49,99.03
 2014/04/13,129.78,115.89,119.62,99.35
 2014/04/06,128.82,115.98,120.22,100.17
 2014/03/30,125.83,114.68,121.4,98.3
 2014/03/23,127.38,117.4,120.07,98.98
 2014/03/16,126.66,118.44,120.02,97.93
 2014/03/09,126.72,114.5,118.7,98.65
 2014/03/02,128.12,115.7,119.38,98.36
 2014/02/23,126.65,116.86,117.43,98.78
 2014/02/16,124.02,116.45,118.84,100.54
 2014/02/09,124.98,117.25,119.73,100.59
 2014/02/02,125.6,116.7,119.91,100.43
 2014/01/26,124.03,116.13,119.28,99.97
 2014/01/19,126.58,115.6,118.85,100.88
 2014/01/12,126.01,116.15,118.26,98.95
 2014/01/05,126.31,119.77,119.12,99.1
 2013/12/29,124.22,121.06,119.55,99.93
 2013/12/22,124.83,118.45,120.3,100.92
 2013/12/15,123.89,117.65,119.7,101.93
 2013/12/08,125.69,119.4,120.11,99.99
 2013/12/01,125.71,121.04,119.66,99.63
 2013/11/24,129.52,119.73,120.61,100.75
 2013/11/17,129.68,119.73,119.46,100.27
 2013/11/10,128.6,120.38,119.09,99.93
 2013/11/03,131.38,119.06,122.26,100.09
 2013/10/27,127.99,117.71,121.73,100.7
 2013/10/20,128.78,118.58,120.44,102.33
 2013/10/13,129.37,117.72,121.14,101.18
 2013/10/06,129.28,118.64,119.18,100.63
 2013/09/29,129.56,118.55,121,100.97
 2013/09/22,133.85,117.3,120.84,102.78
 2013/09/15,134.03,116.49,120.68,102.88
 2013/09/08,134.33,118.5,121.59,103.05
 2013/09/01,131.47,118.61,121.02,102.98
 2013/08/25,130.04,117.52,120.09,101.52
 2013/08/18,128.61,118.83,120.14,102.91
 2013/08/11,129.31,117.46,118.41,101.51
 2013/08/04,129.72,118.25,120.54,102.97
 2013/07/28,129.91,119.82,121.28,102.45
 2013/07/21,128.93,120.67,120.38,103.23
 2013/07/14,126.94,121.8,119.34,102.46
 2013/07/07,124.54,120.94,117.43,104.63
 2013/06/30,131.73,121.51,119.62,104.22
 2013/06/23,131.31,120.75,118.44,102.63
 2013/06/16,128.07,118.12,119.65,101.33
 2013/06/09,130.23,118.71,118.41,102.31
 2013/06/02,127.78,119.63,117.37,101.49
 2013/05/26,128.72,117.43,117.82,101.06
 2013/05/19,128.8,116.67,118.94,99.46
 2013/05/12,128.94,116.99,117.24,98.9
 2013/05/05,127.83,117.05,117.39,99.97
 2013/04/28,127.85,117.94,117.69,100.54
 2013/04/21,128.91,116.95,116.41,99.84
 2013/04/14,129.86,117.41,119.47,102.97
 2013/04/07,130.26,122.18,119.22,104.07
 2013/03/31,131.15,123.49,121.14,103.9
 2013/03/24,131.77,123.55,121.85,104.71
 2013/03/17,132.29,123.93,121.64,104.75
 2013/03/10,129.27,123.24,121.55,102.93
 2013/03/03,129.77,122.39,119.48,104.13
 2013/02/24,130.82,122.13,118.18,102.82
 2013/02/17,130.55,120.51,119.01,102
 2013/02/10,131.65,120.18,118.84,101.8
 2013/02/03,129.7,121.06,117.19,99.81
 2013/01/27,128.4,117.76,116.78,98.72
 2013/01/20,125.88,118.21,115.71,97.68
 2013/01/13,123.71,114.33,112.73,97.79
 2013/01/06,123.38,114.33,111.62,97.37
 2012/12/30,125.7,113.07,114.3,96.08
 2012/12/23,124.91,112.63,113.21,95.66
 2012/12/16,124.04,114.42,112.83,94.07
 2012/12/09,121.88,113.62,113.16,96.22
 2012/12/02,119.86,114.48,111.72,95.53
 2012/11/25,123.3,113.73,110.23,95.8
 2012/11/18,125.34,113.55,113.75,96.48
 2012/11/11,124.36,115.22,112.99,95.32
 2012/11/04,122.85,114.77,112.88,96.19
 2012/10/28,123.67,111.82,109.93,94.93
 2012/10/21,120.35,109.84,108.93,94.14
 2012/10/14,119.16,108.84,108.44,93.26
 2012/10/07,118.73,109.87,106.39,92.78
 2012/09/30,121.11,106.9,105.34,91.96
 2012/09/23,118.58,108.76,106.52,89.03
 2012/09/16,113.26,107.89,106.17,89.17
 2012/09/09,117.21,108.56,104.29,88.7
 2012/09/02,117.11,106.75,103.25,87.14
 2012/08/26,116.5,105.8,102.29,86.94
 2012/08/19,117.33,106.25,101.59,86.01
 2012/08/12,116.03,105.9,101.68,86.44
 2012/08/05,114.22,104.59,100.62,84.79
 2012/07/29,116.93,103.97,100.94,83.8
 2012/07/22,114.54,103.29,99.36,81.5
 2012/07/15,112.98,102.8,98.24,82.26
 2012/07/08,114.77,102.26,99.87,83.7
 2012/07/01,116.71,102.7,99.77,84.13
 2012/06/24,115.46,101.99,98.34,84.14
 2012/06/17,114.45,101.4,97.97,85.01
 2012/06/10,112.55,102.4,96.87,83.88
 2012/06/03,115.2,101.74,96.68,83.8
 2012/05/27,114.16,102.4,96.68,83.62
 2012/05/20,114.18,103.11,98.19,82.45
 2012/05/13,111.67,103.52,98.04,83.14
 2012/05/06,112.1,103.65,97.36,82.62
 2012/04/29,109.57,99.74,96.45,81.26
 2012/04/22,112.99,99.86,96.59,81.69
 2012/04/15,113.8,100.8,96.71,82.1
 2012/04/08,112.24,100.35,95.97,81.1
 2012/04/01,112.3,99.77,95.55,79.61
 2012/03/25,110.78,98.1,94.69,79.33
 2012/03/18,107.99,98.25,93.52,78.17
 2012/03/11,106.9,96.39,93.15,77.99
 2012/03/04,105.64,93.92,92.29,77.45
 2012/02/26,104.4,92.83,90.84,76.61
 2012/02/19,103.35,92.7,89.7,74.11
 2012/02/12,102.97,93.92,89.74,75.59
 2012/02/05,103.19,93.95,89.19,75.42
 2012/01/29,103.34,92.05,88.46,75.3
 2012/01/22,103.17,91.16,90.2,76.75
 2012/01/15,102.95,91.2,89.86,75.06
 2012/01/08,101.15,91.27,89.16,75.84
 2012/01/01,100.58,94.95,90.47,75.48
 2011/12/25,104.07,95.52,90.94,76.35
 2011/12/18,104.36,96.02,88.41,77.39
 2011/12/11,106.45,95.14,90.79,76.13
 2011/12/04,107.24,97.35,91.21,75.91
 2011/11/27,105.5,95.3,91.93,76.06
 2011/11/20,103.29,97.21,92.07,76.68
 2011/11/13,105.73,95.34,92.37,76.36
 2011/11/06,105.89,93.76,91.79,76.97
 2011/10/30,106.67,94.69,92.23,77.63
 2011/10/23,107.48,93.27,92.51,77.37
 2011/10/16,108.23,93.33,92.37,78.18
 2011/10/09,109,93.77,93.71,78.64
 2011/10/02,110.65,95.34,95.03,77.85
 2011/09/25,109.93,94.94,92.27,77.44
 2011/09/18,106.67,95.17,91.63,76.98
 2011/09/11,108.38,94.41,91.5,76.91
 2011/09/04,108.26,95.11,91.54,75.61
 2011/08/28,107.32,97.09,91.27,76.49
 2011/08/21,105.94,95.9,91.19,78.61
 2011/08/14,106.16,97.14,91.31,77.85
 2011/08/07,109.85,95.93,90.88,77.41
 2011/07/31,109.53,95.4,90.81,77.18
 2011/07/24,111.55,94.68,91.28,78.02
 2011/07/17,110.63,95.07,91.35,78.7
 2011/07/10,107.54,95.56,92.27,77.28
 2011/07/03,109.93,95.88,94.41,78.91
 2011/06/26,107.59,96.53,94,78.77
 2011/06/19,106.13,97.09,92.17,78.32
 2011/06/12,107.33,98.42,92.45,78.56
 2011/06/05,111.88,97.69,92.22,78.84
 2011/05/29,111.11,97.55,91.81,77.09
 2011/05/22,108.61,95.55,91.86,76.49
 2011/05/15,105.6,94.85,91.58,77.17
 2011/05/08,107.02,94.52,91.56,76.12
 2011/05/01,106.66,96.43,90.5,76.25
 2011/04/24,106.6,95.93,89.64,76.98
 2011/04/17,105.86,94.62,90.06,77.02
 2011/04/10,104.05,94.27,89,76.63
 2011/04/03,106.93,92.78,91.07,76.59
 2011/03/27,109.56,92.54,91,75.99
 2011/03/20,108.61,96.57,89.99,76.19
 2011/03/13,106.6,94.19,89.89,74.94
 2011/03/06,105.47,94.66,90.75,74.54
 2011/02/27,103.78,93.8,89,72.74
 2011/02/20,103.25,91.44,88.87,73.14
 2011/02/13,103.19,90.29,88.11,72.69
 2011/02/06,101.56,88.22,86.4,71.26
 2011/01/30,99.57,87.37,85.61,71.42
 2011/01/23,100.24,89.22,84.32,70.35
 2011/01/16,98.49,87.38,84.12,70.29
 2011/01/09,98.16,88.24,83.14,69.62
 2011/01/02,98.16,84.2,82.63,68.07
 2010/12/26,96.26,85.97,82.25,68.2
 2010/12/19,94.75,84.67,81.64,68.29
 2010/12/12,96.73,85.41,81.29,68.08
 2010/12/05,98.91,87.29,83.11,69
 2010/11/28,97.99,86.58,82.86,68.63
 2010/11/21,97.24,85.58,82.31,69.25
 2010/11/14,97.37,83.6,81.62,68.47
 2010/11/07,95.13,85.89,82.26,67.16
 2010/10/31,95.72,84.34,80.49,67.12
 2010/10/24,94.25,82.68,80.62,66.51
 2010/10/17,92.73,83.01,80.46,65.75
 2010/10/10,93.22,82.85,80.17,65.06
 2010/10/03,93.69,81.84,79.49,64.6
 2010/09/26,94.89,81.48,80.69,64.97
 2010/09/19,93.25,79.96,79.56,64.7
 2010/09/12,93.9,80.2,79.35,64.57
 2010/09/05,92.44,82.29,79.21,65.52
 2010/08/29,90.53,81.48,79.83,64.77
 2010/08/22,92.12,81.28,78.25,64.78
 2010/08/15,91.63,81.53,78.2,64.3
 2010/08/08,92.31,82.14,77.73,64.6
 2010/08/01,91.42,79.41,76.61,63.8
 2010/07/25,90.54,80.26,75.51,62.71
 2010/07/18,89.49,79.28,75.56,62.43
 2010/07/11,89.42,79.51,76.06,61.72
 2010/07/04,89.32,76.73,74.05,61.68
 2010/06/27,88.83,77.28,74.81,61.42
 2010/06/20,87.85,75.81,73.5,60.53
 2010/06/13,87.6,78.6,73.38,60.38
 2010/06/06,87.52,78.64,72.51,60.14
 2010/05/30,88.31,76.79,72.72,59.97
 2010/05/23,91.34,76.48,74.79,60.45
 2010/05/16,87.83,78.49,74.56,61.58
 2010/05/09,89.46,76.23,74.65,62.25
 2010/05/02,91.31,77.47,74.94,61.23
 2010/04/25,88.06,75.17,74.82,61.33
 2010/04/18,89.29,76.69,74.5,60.72
 2010/04/11,87.3,75.48,73.59,61.05
 2010/04/04,86.97,76.81,73.15,60.44
 2010/03/28,88.03,75.48,74.98,59.84
 2010/03/21,87.99,76.48,75.22,59.04
 2010/03/14,86.35,74.19,73.71,58.46
 2010/03/07,86.06,74.48,72.2,58.96
 2010/02/28,87,75.87,74.16,58.49
 2010/02/21,86.7,73.59,73.86,58.47
 2010/02/14,85.61,74.64,74.29,57.26
 2010/02/07,85.05,74.64,73.15,57.33
 2010/01/31,85.62,72.49,72.31,57.31
 2010/01/24,84.87,75.57,71.48,56.58
 2010/01/17,84.11,72.35,72.15,56.54
 2010/01/10,84.42,72.91,70.7,55.48
 2010/01/03,83.31,71.17,70.35,55.69
 2009/12/27,83.07,69.32,70.62,55.01
 2009/12/20,82.39,69.72,70.58,54.61
 2009/12/13,81.82,69.97,70.42,54.27
 2009/12/06,81.55,70.12,69.51,54.98
 2009/11/29,80.79,69.36,69,54.78
 2009/11/22,82.87,70.71,68.93,54.73
 2009/11/15,83.99,70.73,69.78,54.31
 2009/11/08,83.11,70.69,69.49,54.72
 2009/11/01,83.42,70.81,69.69,54.46
 2009/10/25,83.08,71.03,68.95,54.44
 2009/10/18,83.04,71.55,69.27,54.49
 2009/10/11,85.68,70.07,69,54.32
 2009/10/04,82.03,71.06,68.97,54.21
 2009/09/27,82.15,71.2,67.9,55.14
 2009/09/20,80.81,70,68.16,54.54
 2009/09/13,82.24,68.89,67.84,54.65
 2009/09/06,82.54,69.63,68.22,54.31
 2009/08/30,79.22,67.33,67.81,53.18
 2009/08/23,78.89,68.88,67.04,52.61
 2009/08/16,78.94,67.03,65.86,52.21
 2009/08/09,77.6,67.12,66.49,52.11
 2009/08/02,77.28,67.29,65.6,51.86
 2009/07/26,76.37,67.57,65.85,51.52
 2009/07/19,76.72,66.8,65.63,51.67
 2009/07/12,75.79,67.41,64.82,51.54
 2009/07/05,76.93,65.16,63.72,50.09
 2009/06/28,77.12,67.85,63.68,51.01
 2009/06/21,75.96,65.33,64.01,50.46
 2009/06/14,73.89,63.77,63.13,49.77
 2009/06/07,73.29,62.62,61.73,49.3
 2009/05/31,73.34,63.32,62.15,49.85
 2009/05/24,72.42,62.65,61.79,48.29
 2009/05/17,70.67,63.35,62.41,48.4
 2009/05/10,72.67,61.63,61.99,48.32
 2009/05/03,70.26,60.9,62.24,47.72
 2009/04/26,70.17,61.33,61.06,47.35
 2009/04/19,69.71,59.65,58.53,46.72
 2009/04/12,67.54,58.96,58.6,46.71
 2009/04/05,65.24,59.58,58.2,45.84
 2009/03/29,66.26,58.64,58.79,46.53
 2009/03/22,65.06,58.3,57.75,45.7
 2009/03/15,66.05,58.41,57.02,46.27
 2009/03/08,66.89,57.07,57.18,45.46
 2009/03/01,66.72,56.83,57.33,45.53
 2009/02/22,65.1,56.4,57.45,44.86
 2009/02/15,64.96,57.83,57.3,44.12
 2009/02/08,64.24,57.2,56.95,43.89
 2009/02/01,65.21,56.93,57.22,44.04
 2009/01/25,64.69,56.49,57.22,44.71
 2009/01/18,64.22,55.72,56.58,44.91
 2009/01/11,62.45,56.28,56.2,44.52
 2009/01/04,63.18,55.56,56.21,43.81
 2008/12/28,62.35,54.28,54.85,43.93
