Date,Ticker,BBG_Ticker,Weight,Close,Divisor
20130102,330 HK,330 HK Equity,0.295971,11.12,312.3787
20130102,3328 HK,3328 HK Equity,0.730786,6.08,312.3787
20130102,386 HK,386 HK Equity,2.087681,6.969,312.3787
20130102,388 HK,388 HK Equity,2.128361,141.9,312.3787
20130102,3988 HK,3988 HK Equity,3.90535,3.58,312.3787
20130102,4 HK,4 HK Equity,1.286399,23.229,312.3787
20130102,494 HK,494 HK Equity,1.168089,11.934,312.3787
20130102,5 HK,5 HK Equity,14.893064,83.2,312.3787
20130102,6 HK,6 HK Equity,1.274437,66.9,312.3787
20130102,66 HK,66 HK Equity,0.61741,31.05,312.3787
20130102,688 HK,688 HK Equity,1.346693,23.714,312.3787
20130102,700 HK,700 HK Equity,3.927655,51.48,312.3787
20130102,762 HK,762 HK Equity,0.823222,12.72,312.3787
20130102,83 HK,83 HK Equity,0.581598,14.26,312.3787
20130102,836 HK,836 HK Equity,0.534613,20.45,312.3787
20130102,857 HK,857 HK Equity,3.239164,11.18,312.3787
20130102,883 HK,883 HK Equity,4.24251,17.3,312.3787
20130102,939 HK,939 HK Equity,7.429782,6.43,312.3787
20130102,941 HK,941 HK Equity,7.568205,91.4,312.3787
20130103,101 HK,101 HK Equity,0.94593,30.9,312.3787
20130103,1044 HK,1044 HK Equity,0.780388,69.034,312.3787
20130103,1088 HK,1088 HK Equity,1.636733,35.2,312.3787
20130103,11 HK,11 HK Equity,1.248216,119.3,312.3787
20130103,1109 HK,1109 HK Equity,0.650184,23.3,312.3787
20130103,1199 HK,1199 HK Equity,0.268958,11.76,312.3787
20130103,12 HK,12 HK Equity,0.730821,31.215,312.3787
20130103,1249772D HK,1249772D HK Equity,2.289203,120.4,312.3787
20130103,1299 HK,1299 HK Equity,4.597399,31,312.3787
20130103,13 HK,13 HK Equity,2.432352,83.4,312.3787
20130103,135 HK,135 HK Equity,0.72676,16.5,312.3787
20130103,1398 HK,1398 HK Equity,5.864381,5.81,312.3787
20130103,144 HK,144 HK Equity,0.440484,25.85,312.3787
20130103,151 HK,151 HK Equity,1.057085,10.62,312.3787
20130103,16 HK,16 HK Equity,2.353045,117.7,312.3787
20130103,17 HK,17 HK Equity,0.622581,11.598,312.3787
20130103,1880 HK,1880 HK Equity,1.146208,18.06,312.3787
20130103,1898 HK,1898 HK Equity,0.477186,8.94,312.3787
20130103,19 HK,19 HK Equity,0.90275,97.15,312.3787
20130103,1928 HK,1928 HK Equity,1.205066,36.45,312.3787
20130103,2 HK,2 HK Equity,1.6812,64.85,312.3787
20130103,23 HK,23 HK Equity,0.650478,30.5,312.3787
20130103,2318 HK,2318 HK Equity,1.9483,35,312.3787
20130103,2388 HK,2388 HK Equity,1.255585,24.8,312.3787
20130103,2600 HK,2600 HK Equity,0.202349,3.75,312.3787
20130103,2628 HK,2628 HK Equity,2.758977,27.1,312.3787
20130103,267 HK,267 HK Equity,0.30063,13.38,312.3787
20130103,291 HK,291 HK Equity,0.466559,26.032,312.3787
20130103,293 HK,293 HK Equity,0.232185,14.38,312.3787
20130103,3 HK,3 HK Equity,1.512427,11.967,312.3787
20130103,322 HK,322 HK Equity,0.558404,20.85,312.3787
20130103,330 HK,330 HK Equity,0.307615,11.6,312.3787
20130103,3328 HK,3328 HK Equity,0.730503,6.1,312.3787
20130103,386 HK,386 HK Equity,2.102991,7.046,312.3787
20130103,388 HK,388 HK Equity,2.08918,139.8,312.3787
20130103,3988 HK,3988 HK Equity,3.945386,3.63,312.3787
20130103,4 HK,4 HK Equity,1.259927,22.834,312.3787
20130103,494 HK,494 HK Equity,1.162208,11.917,312.3787
20130103,5 HK,5 HK Equity,14.856332,83.3,312.3787
20130103,6 HK,6 HK Equity,1.244145,65.55,312.3787
20130103,66 HK,66 HK Equity,0.606232,30.6,312.3787
20130103,688 HK,688 HK Equity,1.361326,24.059,312.3787
20130103,700 HK,700 HK Equity,3.946711,51.92,312.3787
20130103,762 HK,762 HK Equity,0.829233,12.86,312.3787
20130103,83 HK,83 HK Equity,0.583531,14.36,312.3787
20130103,836 HK,836 HK Equity,0.515203,19.78,312.3787
20130103,857 HK,857 HK Equity,3.261936,11.3,312.3787
20130103,883 HK,883 HK Equity,4.226966,17.3,312.3787
20130103,939 HK,939 HK Equity,7.483148,6.5,312.3787
20130103,941 HK,941 HK Equity,7.544601,91.45,312.3787
20130104,101 HK,101 HK Equity,0.948644,30.9,312.3787
20130104,1044 HK,1044 HK Equity,0.801809,70.726,312.3787
20130104,1088 HK,1088 HK Equity,1.622776,34.8,312.3787
20130104,11 HK,11 HK Equity,1.253896,119.5,312.3787
20130104,1109 HK,1109 HK Equity,0.657646,23.5,312.3787
20130104,1199 HK,1199 HK Equity,0.2734,11.92,312.3787
20130104,12 HK,12 HK Equity,0.738882,31.469,312.3787
20130104,1249772D HK,1249772D HK Equity,2.305304,120.9,312.3787
20130104,1299 HK,1299 HK Equity,4.595716,30.9,312.3787
20130104,13 HK,13 HK Equity,2.427631,83,312.3787
20130104,135 HK,135 HK Equity,0.733262,16.6,312.3787
20130104,1398 HK,1398 HK Equity,5.86096,5.79,312.3787
20130104,144 HK,144 HK Equity,0.443456,25.95,312.3787
20130104,151 HK,151 HK Equity,1.04215,10.44,312.3787
20130104,16 HK,16 HK Equity,2.38185,118.8,312.3787
20130104,17 HK,17 HK Equity,0.629436,11.692,312.3787
20130104,1880 HK,1880 HK Equity,1.11258,17.48,312.3787
20130104,1898 HK,1898 HK Equity,0.475343,8.88,312.3787
20130104,19 HK,19 HK Equity,0.909067,97.55,312.3787
20130104,1928 HK,1928 HK Equity,1.215154,36.65,312.3787
20130104,2 HK,2 HK Equity,1.695123,65.2,312.3787
20130104,23 HK,23 HK Equity,0.652344,30.5,312.3787
20130104,2318 HK,2318 HK Equity,1.94412,34.825,312.3787
20130104,2388 HK,2388 HK Equity,1.261726,24.85,312.3787
20130104,2600 HK,2600 HK Equity,0.206718,3.82,312.3787
20130104,2628 HK,2628 HK Equity,2.756682,27,312.3787
20130104,267 HK,267 HK Equity,0.309154,13.72,312.3787
20130104,291 HK,291 HK Equity,0.47943,26.674,312.3787
20130104,293 HK,293 HK Equity,0.234794,14.5,312.3787
20130104,3 HK,3 HK Equity,1.513189,11.939,312.3787
20130104,322 HK,322 HK Equity,0.551948,20.55,312.3787
20130104,330 HK,330 HK Equity,0.305307,11.48,312.3787
20130104,3328 HK,3328 HK Equity,0.732599,6.1,312.3787
20130104,386 HK,386 HK Equity,2.104419,7.031,312.3787
20130104,388 HK,388 HK Equity,2.137138,142.6,312.3787
20130104,3988 HK,3988 HK Equity,3.945805,3.62,312.3787
20130104,4 HK,4 HK Equity,1.283285,23.191,312.3787
20130104,494 HK,494 HK Equity,1.163937,11.901,312.3787
20130104,5 HK,5 HK Equity,14.666438,82,312.3787
20130104,6 HK,6 HK Equity,1.248666,65.6,312.3787
20130104,66 HK,66 HK Equity,0.610952,30.75,312.3787
20130104,688 HK,688 HK Equity,1.384855,24.405,312.3787
20130104,700 HK,700 HK Equity,3.951935,51.84,312.3787
20130104,762 HK,762 HK Equity,0.826439,12.78,312.3787
20130104,83 HK,83 HK Equity,0.58439,14.34,312.3787
20130104,836 HK,836 HK Equity,0.523733,20.05,312.3787
20130104,857 HK,857 HK Equity,3.242345,11.2,312.3787
20130104,883 HK,883 HK Equity,4.248895,17.34,312.3787
20130104,939 HK,939 HK Equity,7.504617,6.5,312.3787
20130104,941 HK,941 HK Equity,7.500057,90.65,312.3787
20130107,101 HK,101 HK Equity,0.942518,30.7,312.3787
20130107,1044 HK,1044 HK Equity,0.812234,71.645,312.3787
20130107,1088 HK,1088 HK Equity,1.620468,34.75,312.3787
20130107,11 HK,11 HK Equity,1.244471,118.6,312.3787
20130107,1109 HK,1109 HK Equity,0.663253,23.7,312.3787
20130107,1199 HK,1199 HK Equity,0.272028,11.86,312.3787
20130107,12 HK,12 HK Equity,0.759436,32.344,312.3787
20130107,1249772D HK,1249772D HK Equity,2.354916,123.5,312.3787
20130107,1299 HK,1299 HK Equity,4.543728,30.55,312.3787
20130107,13 HK,13 HK Equity,2.427667,83,312.3787
20130107,135 HK,135 HK Equity,0.733273,16.6,312.3787
20130107,1398 HK,1398 HK Equity,5.820557,5.75,312.3787
20130107,144 HK,144 HK Equity,0.435773,25.5,312.3787
20130107,151 HK,151 HK Equity,1.016211,10.18,312.3787
20130107,16 HK,16 HK Equity,2.432009,121.3,312.3787
20130107,17 HK,17 HK Equity,0.640594,11.899,312.3787
20130107,1880 HK,1880 HK Equity,1.083317,17.02,312.3787
20130107,1898 HK,1898 HK Equity,0.478562,8.94,312.3787
20130107,19 HK,19 HK Equity,0.905819,97.2,312.3787
20130107,1928 HK,1928 HK Equity,1.221803,36.85,312.3787
20130107,2 HK,2 HK Equity,1.692548,65.1,312.3787
20130107,23 HK,23 HK Equity,0.650215,30.4,312.3787
20130107,2318 HK,2318 HK Equity,1.981831,35.5,312.3787
20130107,2388 HK,2388 HK Equity,1.261745,24.85,312.3787
20130107,2600 HK,2600 HK Equity,0.207262,3.83,312.3787
20130107,2628 HK,2628 HK Equity,2.777143,27.2,312.3787
20130107,267 HK,267 HK Equity,0.312764,13.88,312.3787
20130107,291 HK,291 HK Equity,0.476966,26.536,312.3787
20130107,293 HK,293 HK Equity,0.237389,14.66,312.3787
20130107,3 HK,3 HK Equity,1.509634,11.91,312.3787
20130107,322 HK,322 HK Equity,0.541212,20.15,312.3787
20130107,330 HK,330 HK Equity,0.305843,11.5,312.3787
20130107,3328 HK,3328 HK Equity,0.73261,6.1,312.3787
20130107,386 HK,386 HK Equity,2.095241,7,312.3787
20130107,388 HK,388 HK Equity,2.174637,145.1,312.3787
20130107,3988 HK,3988 HK Equity,3.945863,3.62,312.3787
20130107,4 HK,4 HK Equity,1.29993,23.492,312.3787
20130107,494 HK,494 HK Equity,1.180009,12.065,312.3787
20130107,5 HK,5 HK Equity,14.85446,83.05,312.3787
20130107,6 HK,6 HK Equity,1.241071,65.2,312.3787
20130107,66 HK,66 HK Equity,0.612948,30.85,312.3787
20130107,688 HK,688 HK Equity,1.418516,24.998,312.3787
20130107,700 HK,700 HK Equity,3.897105,51.12,312.3787
20130107,762 HK,762 HK Equity,0.821278,12.7,312.3787
20130107,83 HK,83 HK Equity,0.583584,14.32,312.3787
20130107,836 HK,836 HK Equity,0.505195,19.34,312.3787
20130107,857 HK,857 HK Equity,3.213443,11.1,312.3787
20130107,883 HK,883 HK Equity,4.19995,17.14,312.3787
20130107,939 HK,939 HK Equity,7.493182,6.49,312.3787
20130107,941 HK,941 HK Equity,7.367788,89.05,312.3787
20130108,101 HK,101 HK Equity,0.949865,30.65,312.3787
20130108,1044 HK,1044 HK Equity,0.829306,72.467,312.3787
20130108,1088 HK,1088 HK Equity,1.609874,34.2,312.3787
20130108,11 HK,11 HK Equity,1.259395,118.9,312.3787
20130108,1109 HK,1109 HK Equity,0.651151,23.05,312.3787
20130108,1199 HK,1199 HK Equity,0.273669,11.82,312.3787
20130108,12 HK,12 HK Equity,0.770618,32.514,312.3787
20130108,1249772D HK,1249772D HK Equity,2.35597,122.4,312.3787
20130108,1299 HK,1299 HK Equity,4.564095,30.4,312.3787
20130108,13 HK,13 HK Equity,2.426961,82.2,312.3787
20130108,135 HK,135 HK Equity,0.73306,16.44,312.3787
20130108,1398 HK,1398 HK Equity,5.763095,5.64,312.3787
20130108,144 HK,144 HK Equity,0.432986,25.1,312.3787
20130108,151 HK,151 HK Equity,1.052002,10.44,312.3787
20130108,16 HK,16 HK Equity,2.440797,120.6,312.3787
20130108,17 HK,17 HK Equity,0.641525,11.805,312.3787
20130108,1880 HK,1880 HK Equity,1.081978,16.84,312.3787
20130108,1898 HK,1898 HK Equity,0.474433,8.78,312.3787
20130108,19 HK,19 HK Equity,0.905903,96.3,312.3787
20130108,1928 HK,1928 HK Equity,1.235009,36.9,312.3787
20130108,2 HK,2 HK Equity,1.711148,65.2,312.3787
20130108,23 HK,23 HK Equity,0.656352,30.4,312.3787
20130108,2318 HK,2318 HK Equity,1.920234,34.075,312.3787
20130108,2388 HK,2388 HK Equity,1.271091,24.8,312.3787
20130108,2600 HK,2600 HK Equity,0.206487,3.78,312.3787
20130108,2628 HK,2628 HK Equity,2.710598,26.3,312.3787
20130108,267 HK,267 HK Equity,0.311622,13.7,312.3787
20130108,291 HK,291 HK Equity,0.469826,25.894,312.3787
20130108,293 HK,293 HK Equity,0.240937,14.74,312.3787
20130108,3 HK,3 HK Equity,1.534717,11.995,312.3787
20130108,322 HK,322 HK Equity,0.569367,21,312.3787
20130108,330 HK,330 HK Equity,0.300676,11.2,312.3787
20130108,3328 HK,3328 HK Equity,0.726189,5.99,312.3787
20130108,386 HK,386 HK Equity,2.108045,6.977,312.3787
20130108,388 HK,388 HK Equity,2.164906,143.1,312.3787
20130108,3988 HK,3988 HK Equity,3.906086,3.55,312.3787
20130108,4 HK,4 HK Equity,1.295417,23.191,312.3787
20130108,494 HK,494 HK Equity,1.152252,11.671,312.3787
20130108,5 HK,5 HK Equity,14.940504,82.75,312.3787
20130108,6 HK,6 HK Equity,1.260471,65.6,312.3787
20130108,66 HK,66 HK Equity,0.620739,30.95,312.3787
20130108,688 HK,688 HK Equity,1.412096,24.652,312.3787
20130108,700 HK,700 HK Equity,3.933889,51.12,312.3787
20130108,762 HK,762 HK Equity,0.827724,12.68,312.3787
20130108,83 HK,83 HK Equity,0.594029,14.44,312.3787
20130108,836 HK,836 HK Equity,0.508381,19.28,312.3787
20130108,857 HK,857 HK Equity,3.185328,10.9,312.3787
20130108,883 HK,883 HK Equity,4.165388,16.84,312.3787
20130108,939 HK,939 HK Equity,7.435708,6.38,312.3787
20130108,941 HK,941 HK Equity,7.4081,88.7,312.3787
20130109,101 HK,101 HK Equity,0.960885,31.15,312.3787
20130109,1044 HK,1044 HK Equity,0.833722,73.192,312.3787
20130109,1088 HK,1088 HK Equity,1.602412,34.2,312.3787
20130109,11 HK,11 HK Equity,1.250394,118.6,312.3787
20130109,1109 HK,1109 HK Equity,0.648133,23.05,312.3787
20130109,1199 HK,1199 HK Equity,0.272401,11.82,312.3787
20130109,12 HK,12 HK Equity,0.787021,33.36,312.3787
20130109,1249772D HK,1249772D HK Equity,2.389115,124.7,312.3787
20130109,1299 HK,1299 HK Equity,4.54294,30.4,312.3787
20130109,13 HK,13 HK Equity,2.440692,83.05,312.3787
20130109,135 HK,135 HK Equity,0.720786,16.24,312.3787
20130109,1398 HK,1398 HK Equity,5.787236,5.69,312.3787
20130109,144 HK,144 HK Equity,0.44214,25.75,312.3787
20130109,151 HK,151 HK Equity,1.04512,10.42,312.3787
20130109,16 HK,16 HK Equity,2.487904,123.5,312.3787
20130109,17 HK,17 HK Equity,0.65892,12.181,312.3787
20130109,1880 HK,1880 HK Equity,1.083358,16.94,312.3787
20130109,1898 HK,1898 HK Equity,0.469545,8.73,312.3787
20130109,19 HK,19 HK Equity,0.915281,97.75,312.3787
20130109,1928 HK,1928 HK Equity,1.247607,37.45,312.3787
20130109,2 HK,2 HK Equity,1.705829,65.3,312.3787
20130109,23 HK,23 HK Equity,0.664055,30.9,312.3787
20130109,2318 HK,2318 HK Equity,1.928161,34.375,312.3787
20130109,2388 HK,2388 HK Equity,1.2652,24.8,312.3787
20130109,2600 HK,2600 HK Equity,0.207705,3.82,312.3787
20130109,2628 HK,2628 HK Equity,2.713422,26.45,312.3787
20130109,267 HK,267 HK Equity,0.308366,13.62,312.3787
20130109,291 HK,291 HK Equity,0.465993,25.803,312.3787
20130109,293 HK,293 HK Equity,0.238193,14.64,312.3787
20130109,3 HK,3 HK Equity,1.527603,11.995,312.3787
20130109,322 HK,322 HK Equity,0.56133,20.8,312.3787
20130109,330 HK,330 HK Equity,0.303023,11.34,312.3787
20130109,3328 HK,3328 HK Equity,0.733684,6.08,312.3787
20130109,386 HK,386 HK Equity,2.084393,6.931,312.3787
20130109,388 HK,388 HK Equity,2.189506,145.4,312.3787
20130109,3988 HK,3988 HK Equity,3.931789,3.59,312.3787
20130109,4 HK,4 HK Equity,1.317602,23.698,312.3787
20130109,494 HK,494 HK Equity,1.142072,11.622,312.3787
20130109,5 HK,5 HK Equity,14.85328,82.65,312.3787
20130109,6 HK,6 HK Equity,1.264191,66.1,312.3787
20130109,66 HK,66 HK Equity,0.617862,30.95,312.3787
20130109,688 HK,688 HK Equity,1.422451,24.949,312.3787
20130109,700 HK,700 HK Equity,3.878888,50.64,312.3787
20130109,762 HK,762 HK Equity,0.849877,13.08,312.3787
20130109,83 HK,83 HK Equity,0.609292,14.88,312.3787
20130109,836 HK,836 HK Equity,0.524397,19.98,312.3787
20130109,857 HK,857 HK Equity,3.176381,10.92,312.3787
20130109,883 HK,883 HK Equity,4.096839,16.64,312.3787
20130109,939 HK,939 HK Equity,7.459245,6.43,312.3787
20130109,941 HK,941 HK Equity,7.373762,88.7,312.3787
20130110,101 HK,101 HK Equity,0.958359,31.25,312.3787
20130110,1044 HK,1044 HK Equity,0.810802,71.597,312.3787
20130110,1088 HK,1088 HK Equity,1.609387,34.55,312.3787
20130110,11 HK,11 HK Equity,1.247308,119,312.3787
20130110,1109 HK,1109 HK Equity,0.638769,22.85,312.3787
20130110,1199 HK,1199 HK Equity,0.272648,11.9,312.3787
20130110,12 HK,12 HK Equity,0.777806,33.163,312.3787
20130110,1249772D HK,1249772D HK Equity,2.420922,127.1,312.3787
20130110,1299 HK,1299 HK Equity,4.48678,30.2,312.3787
20130110,13 HK,13 HK Equity,2.470309,84.55,312.3787
20130110,135 HK,135 HK Equity,0.721885,16.36,312.3787
20130110,1398 HK,1398 HK Equity,5.814218,5.75,312.3787
20130110,144 HK,144 HK Equity,0.448101,26.25,312.3787
20130110,151 HK,151 HK Equity,1.054991,10.58,312.3787
20130110,16 HK,16 HK Equity,2.493449,124.5,312.3787
20130110,17 HK,17 HK Equity,0.690522,12.84,312.3787
20130110,1880 HK,1880 HK Equity,1.06815,16.8,312.3787
20130110,1898 HK,1898 HK Equity,0.475367,8.89,312.3787
20130110,19 HK,19 HK Equity,0.913211,98.1,312.3787
20130110,1928 HK,1928 HK Equity,1.237033,37.35,312.3787
20130110,2 HK,2 HK Equity,1.697197,65.35,312.3787
20130110,23 HK,23 HK Equity,0.661258,30.95,312.3787
20130110,2318 HK,2318 HK Equity,1.890448,33.9,312.3787
20130110,2388 HK,2388 HK Equity,1.265442,24.95,312.3787
20130110,2600 HK,2600 HK Equity,0.22001,4.07,312.3787
20130110,2628 HK,2628 HK Equity,2.687427,26.35,312.3787
20130110,267 HK,267 HK Equity,0.308822,13.72,312.3787
20130110,291 HK,291 HK Equity,0.453406,25.253,312.3787
20130110,293 HK,293 HK Equity,0.238424,14.74,312.3787
20130110,3 HK,3 HK Equity,1.50799,11.91,312.3787
20130110,322 HK,322 HK Equity,0.568794,21.2,312.3787
20130110,330 HK,330 HK Equity,0.300197,11.3,312.3787
20130110,3328 HK,3328 HK Equity,0.733012,6.11,312.3787
20130110,386 HK,386 HK Equity,2.106758,7.046,312.3787
20130110,388 HK,388 HK Equity,2.206702,147.4,312.3787
20130110,3988 HK,3988 HK Equity,3.974231,3.65,312.3787
20130110,4 HK,4 HK Equity,1.326539,23.999,312.3787
20130110,494 HK,494 HK Equity,1.132217,11.589,312.3787
20130110,5 HK,5 HK Equity,14.856149,83.15,312.3787
20130110,6 HK,6 HK Equity,1.247325,65.6,312.3787
20130110,66 HK,66 HK Equity,0.615257,31,312.3787
20130110,688 HK,688 HK Equity,1.391768,24.553,312.3787
20130110,700 HK,700 HK Equity,3.859354,50.68,312.3787
20130110,762 HK,762 HK Equity,0.861725,13.34,312.3787
20130110,83 HK,83 HK Equity,0.613073,15.06,312.3787
20130110,836 HK,836 HK Equity,0.520301,19.94,312.3787
20130110,857 HK,857 HK Equity,3.163674,10.94,312.3787
20130110,883 HK,883 HK Equity,4.048513,16.54,312.3787
20130110,939 HK,939 HK Equity,7.508088,6.51,312.3787
20130110,941 HK,941 HK Equity,7.425882,89.85,312.3787
20130111,101 HK,101 HK Equity,0.94977,30.85,312.3787
20130111,1044 HK,1044 HK Equity,0.816702,71.838,312.3787
20130111,1088 HK,1088 HK Equity,1.554853,33.25,312.3787
20130111,11 HK,11 HK Equity,1.256366,119.4,312.3787
20130111,1109 HK,1109 HK Equity,0.635639,22.65,312.3787
20130111,1199 HK,1199 HK Equity,0.271408,11.8,312.3787
20130111,12 HK,12 HK Equity,0.770198,32.711,312.3787
20130111,1249772D HK,1249772D HK Equity,2.407388,125.9,312.3787
20130111,1299 HK,1299 HK Equity,4.466937,29.95,312.3787
20130111,13 HK,13 HK Equity,2.469648,84.2,312.3787
20130111,135 HK,135 HK Equity,0.716718,16.18,312.3787
20130111,1398 HK,1398 HK Equity,5.846973,5.76,312.3787
20130111,144 HK,144 HK Equity,0.449843,26.25,312.3787
20130111,151 HK,151 HK Equity,1.051084,10.5,312.3787
20130111,16 HK,16 HK Equity,2.477005,123.2,312.3787
20130111,17 HK,17 HK Equity,0.696255,12.897,312.3787
20130111,1880 HK,1880 HK Equity,1.079962,16.92,312.3787
20130111,1898 HK,1898 HK Equity,0.46809,8.72,312.3787
20130111,19 HK,19 HK Equity,0.915827,98,312.3787
20130111,1928 HK,1928 HK Equity,1.223555,36.8,312.3787
20130111,2 HK,2 HK Equity,1.695974,65.05,312.3787
20130111,23 HK,23 HK Equity,0.663829,30.95,312.3787
20130111,2318 HK,2318 HK Equity,1.874005,33.475,312.3787
20130111,2388 HK,2388 HK Equity,1.270362,24.95,312.3787
20130111,2600 HK,2600 HK Equity,0.214353,3.95,312.3787
20130111,2628 HK,2628 HK Equity,2.66204,26,312.3787
20130111,267 HK,267 HK Equity,0.298724,13.22,312.3787
20130111,291 HK,291 HK Equity,0.451038,25.024,312.3787
20130111,293 HK,293 HK Equity,0.24065,14.82,312.3787
20130111,3 HK,3 HK Equity,1.51744,11.939,312.3787
20130111,322 HK,322 HK Equity,0.566966,21.05,312.3787
20130111,330 HK,330 HK Equity,0.300297,11.26,312.3787
20130111,3328 HK,3328 HK Equity,0.734657,6.1,312.3787
20130111,386 HK,386 HK Equity,2.126493,7.085,312.3787
20130111,388 HK,388 HK Equity,2.164182,144,312.3787
20130111,3988 HK,3988 HK Equity,3.989682,3.65,312.3787
20130111,4 HK,4 HK Equity,1.324403,23.867,312.3787
20130111,494 HK,494 HK Equity,1.117299,11.392,312.3787
20130111,5 HK,5 HK Equity,15.039459,83.85,312.3787
20130111,6 HK,6 HK Equity,1.250265,65.5,312.3787
20130111,66 HK,66 HK Equity,0.621634,31.2,312.3787
20130111,688 HK,688 HK Equity,1.383123,24.306,312.3787
20130111,700 HK,700 HK Equity,3.901879,51.04,312.3787
20130111,762 HK,762 HK Equity,0.844324,13.02,312.3787
20130111,83 HK,83 HK Equity,0.623629,15.26,312.3787
20130111,836 HK,836 HK Equity,0.520752,19.88,312.3787
20130111,857 HK,857 HK Equity,3.158555,10.88,312.3787
20130111,883 HK,883 HK Equity,3.985622,16.22,312.3787
20130111,939 HK,939 HK Equity,7.479388,6.46,312.3787
20130111,941 HK,941 HK Equity,7.454752,89.85,312.3787
20130114,101 HK,101 HK Equity,0.942181,30.8,312.3787
20130114,1044 HK,1044 HK Equity,0.819137,72.515,312.3787
20130114,1088 HK,1088 HK Equity,1.54261,33.2,312.3787
20130114,11 HK,11 HK Equity,1.244169,119,312.3787
20130114,1109 HK,1109 HK Equity,0.652498,23.4,312.3787
20130114,1199 HK,1199 HK Equity,0.271505,11.88,312.3787
20130114,12 HK,12 HK Equity,0.763963,32.655,312.3787
20130114,1249772D HK,1249772D HK Equity,2.420529,127.4,312.3787
20130114,1299 HK,1299 HK Equity,4.482898,30.25,312.3787
20130114,13 HK,13 HK Equity,2.458264,84.35,312.3787
20130114,135 HK,135 HK Equity,0.724469,16.46,312.3787
20130114,1398 HK,1398 HK Equity,5.860102,5.81,312.3787
20130114,144 HK,144 HK Equity,0.444419,26.1,312.3787
20130114,151 HK,151 HK Equity,1.032443,10.38,312.3787
20130114,16 HK,16 HK Equity,2.463201,123.3,312.3787
20130114,17 HK,17 HK Equity,0.699893,13.047,312.3787
20130114,1880 HK,1880 HK Equity,1.095903,17.28,312.3787
20130114,1898 HK,1898 HK Equity,0.472037,8.85,312.3787
20130114,19 HK,19 HK Equity,0.908591,97.85,312.3787
20130114,1928 HK,1928 HK Equity,1.209142,36.6,312.3787
20130114,2 HK,2 HK Equity,1.682564,64.95,312.3787
20130114,23 HK,23 HK Equity,0.658528,30.9,312.3787
20130114,2318 HK,2318 HK Equity,1.916284,34.45,312.3787
20130114,2388 HK,2388 HK Equity,1.302731,25.75,312.3787
20130114,2600 HK,2600 HK Equity,0.215682,4,312.3787
20130114,2628 HK,2628 HK Equity,2.721357,26.75,312.3787
20130114,267 HK,267 HK Equity,0.296369,13.2,312.3787
20130114,291 HK,291 HK Equity,0.441594,24.657,312.3787
20130114,293 HK,293 HK Equity,0.238792,14.8,312.3787
20130114,3 HK,3 HK Equity,1.514888,11.995,312.3787
20130114,322 HK,322 HK Equity,0.566025,21.15,312.3787
20130114,330 HK,330 HK Equity,0.297851,11.24,312.3787
20130114,3328 HK,3328 HK Equity,0.747921,6.25,312.3787
20130114,386 HK,386 HK Equity,2.110633,7.077,312.3787
20130114,388 HK,388 HK Equity,2.193682,146.9,312.3787
20130114,3988 HK,3988 HK Equity,4.018533,3.7,312.3787
20130114,4 HK,4 HK Equity,1.326307,24.055,312.3787
20130114,494 HK,494 HK Equity,0.939006,9.636,312.3787
20130114,5 HK,5 HK Equity,15.086086,84.65,312.3787
20130114,6 HK,6 HK Equity,1.242289,65.5,312.3787
